Q,A
수업 괜찮은가요?,으음 네
시험 몇시인가요?,10시요
오늘도 수퍼비와?,가야제~
요즘 머 입어요?,바람막이
월 23인데...,?? 왜
저만 안되나요..,"나도,,"
제목 그대로...,왜..?
학과는 전자공학과,재밌겠냐
학교 가는 사람?,왜 가누
학점은행제 없나?,검색 ㄱ
화요일에만 와??,웅̆̈!
12월 10일인가?,사바사임
같이가서 공부하자!,어디??
그냥 최저임금이넹?,내 말이
나 너무 슬퍼 ㅠㅠ,쉬겠냐;
나만 아직 안나옴?,나왔는데
다들 어떻게 걸림?,밥먹다가
다맞은사람 많겠지?,일단 나
롱패딩 입어야하나?,애기니?
뭐 드시나요 다들?,초밥이여
방금 경보 뭐야 ?,개놀랬네
시험전날 몇시에잠?,안자던데
아ㆍ아 마셔도 대?,아아안돼
어디서 확인하나요?,학사공지
어디양? 어디서함?,전자과요
어떤가요 맛있나욤?,드셨나요
연습문제푼사람있음?,있을리가
왜이래요.....?,밭대라서
있으면 좋겠는데..,사회봉사
저는 좀 노답이던데,ㅂㅇㅇ?
지금부터 해야하는데,뭔과목?
출석 부르시나요??,안부르심
토요일은 안 열어?,열지않나
편이점갈까..???,할인점ㄲ
10시 셤 맞지???,난 2시
공부 어떻게 하는중?,포기함ㅋ
공부하기 괜찮아요??,그럭저럭
공부하는척좀 해볼까?,멋진데?
김차종교수님인데ㅋㅋㅋ,컴공??
맛있는 식당? 추천!,몰?루!
미래동 1인실 ㄱㄴ?,ㅇㅇ될듯
불합격 한사람 있어?,나 😭
비대면 할수있을까??,ㅇㅇㅎㅎ
선별 진료소 얼마임?,0원이요
언제까지 사용가능해?,공지 ㄱ
언제부터 신청기간임?,종강하고
여자구두 보통얼마해?,천차만별
원서 접수 한 사람?,저연저연
이거 절대야 상대야?,상대~~
이미 지난건 아니죠?,응 지남
이번에 절평 인가요?,ㄴㄴ상평
"일단 나,,,,,,,",저요..
입고싶은데 더울라나?,저녁에만
책 산사람 얼마임??,2만원!
최근에 좀 심해짐..,루돌프?
코팅해주는 곳 있음?,한밭복사
큐알같은거찍어야해요?,걍타세요
폰 하루에 몇시간함?,13시간
학교 안 가서 궁금함,맥북이요
후리스 어떤게 이뻐?,roka
게임할때 괜찮은가 해서,무난무난
과제할 때 파파고돌려?,난 돌려
머로 신청했는지 말해줘,나 한밭
몇점만점인지 아시는분?,30점!
방학숙제 여전히 있나?,없다던데
"사용해도 되나요,,??",출처남겨
수강신청정정기간 없어?,언제야?
수업 없는게 정상이지?,왜?..
시간이 같아서 고민이네,공수 ㄱ
신청서? 폼? 제출했당,헐 나두
ㅇㅅㅇ? 막걸리 땡긴다,펍앤펍스
어디가서 만나냐? 후…,고등학교
언제까지 제출이에요??,다담준가
엔팁 완전 짱짱 아님?,별로..
열람실에서 공부할 건데,무슨공부
오늘 못하는거 아녔음?,했음..
오늘 하는거야 마는거야,수업함?
잠깐 돌아다닐건데 덥나,존나덥다
재밌나요 활동 뭐해요?,탁구해요
주운게 이거밖에 없는데,"홀리,,"
지도에도 안 나와있던데,카페숲?
질문 받아줄 사람..?,ㅇㅎㅇ?
코로나라 못나갔어서..,5월2일
코트에 니트도 추울까?,그건더워
편의점에서 얼만가요??,6000
화장실인데 불꺼짐 ㅠㅠ,해결됐네
17학번인데 아는게 없다,고기국수
23개맞았으면 평균임??,평균이상
2달만 하려구 하는뎅…ㅠ,달에 6
4번 빠진거까지 상관없나,4번 f
B+ 점수 몇부터임???,85일듯
곧 훈련소 들어간다 ㅇㅇ,ㅆㅎㅌㅊ
군대가 점점 가까워지네?,어서와~
그럼 성적장학금 못받아?,몇학년?
나만 ㅈㄴ게 느림...?,느린거임
나만안터지는거 아니지??,잘되는데
대면 이제 많이 했잖아?,인저엉~
대충 어떤식으로 나옴 ?,과제같음
도서관 주말에도 열어요?,아닐걸요
몇장부터 몇장까지에여??,안알려줌
모모멘 오늘 열었나요??,맛있어?
받은 사람 학점 몇이야?,4.42
백분위 계산 어케하나요?,그니깐요
수업 몇 분 전에 해??,나 1분
수업 뭐듣는다고 했지??,미국소설
쉬움? 어려움? ㅍㅌㅊ?,어려웠쪙
시험범위 5장까지 맞아?,7장인디
아님 그냥 분식집 순대야,둘다있음
알려주세영>< 선배님들~,11시반
어이 얼짱각도 보라돌이.,나 주라
요즘은 거리만 따지나요?,성적포함
이거 수강신청만큼 빡셈?,널널해요
전공 강의도 꽤 있어??,현장실습
중간고사 오픈북임????,그러겠냐
지금 스텍 ㅈㄴ 쌓았는데,인재동옆
쪽지부탁드립니다 ㅠㅠㅠㅠ,오ㅑ요?
출석 몇번 빠져야 f됨?,결석3번
10~12도면 니트입나원래,춥지임마
20도 시험만 대면이었어?,응…….
2학기에 몇학점 들어???,10학점
6500..원래 이랬었나?,오우..
72학점 넘게는 못듣나??,넘겨도됌
기말에세이 다들 몇점맞음?,100점
기숙사 입실 지금해도 됌?,ㅇㅇ!!
기숙사생중에 같이 가실분?,같이가여
나 왜 미응시로 뜨지..?,0점이라
내가 왜 경영왔을까....,누워잇삼
다들 얼마나 생겼나 궁금해,현재 0
다들 학위증 받으러 갔어?,개많아용
다른데서 자취하는사람있어?,구암동!
동아리활동 꼭 필요한가요?,ㄴ 자유
맛있음? 할인해서 시켜보게,ㅇㅇ존맛
몇 분위야? 그냥 궁금해서,11분위
뭐했음..? 지금일어났네;,탈락이야
밥주고 계시던데 상관없나?,뭐라하셈
본인은 한 300정도 쓴듯,500?
블랙헤드 어떻게 없애?ㅠㅠ,오일세안
수강신청 비번 똑같아..?,그렇지?
시청각영어 어떤가요??ㅠㅠ,쏘쏘예여
시험 점수 언제 나오려나?,긴장된다
아니었넹?ㅋㅋ 개같이 결석,엌 나도
애들 분위기 어떰??착함?,난 착해
여기 나오신 분 계신가요?,저염 ㅎ
왜 7-10층 밖에 없음?,1인실?
이번에는 비대면 안하나요?,대면일듯
이의신청 받아주려나? ㅠㅠ,ㄴㄴ ㅜ
잇음? 막걸리랑 먹을수잇는,닭갈비집
ㅈㄱㄴ 도서관 열었음???,고마웡!
전공 b0 재수강하시나요?,본인 맘
통학학사 뒤져도 안나오네…,개인신상
핑퐁? 아니면 데이트통장?,더치페이
학과사무실에 연락해본사람?,너가해봐
학식 토요일도 운영하나요?,아니용!
한 학기임 일 년 내내임?,한학기~
한때는 인싸겜이었잖아...,으 정공
한밭 수목원 꽃 폈나요??,노노링요
휴학생이라 잘 몰라요...,10월말
5월에만 하고 그뒤로는 없나,매달있음
6시로 알고 있는데 맞나요?,5시 반
강의 다시 다 들어야되나..,난 던짐
격리동 살아본 사람 어떰??,개더러움
너무어렵다… 도와줄사람 ㅠㅠ,벌써하노
누가 전필을 취소해요? 왜?,교수차이
대략 한달에 얼마정도 벌어?,난 70
몇시간 정도가 적당할까용 ?,20시간
뭐때문일까? 너무 싫다 진짜,시끄럽다
사이버 한밭에도 안나와있는데,학사포탈
선거날밖에 시간이 안 되는데,연다던데
수업 때 어떤 거 배우나요?,팀워크요
수업하던데서 그대로 셤이지?,4시야?
시험범위 어디까지였나요..?,7주차?
시험이 낼모레인데 교재가앖음,이하동문
아직 7주찬데 왜이리 빨리봄,교수재량
엘베에 냄새나는데 치우자 좀,가서말해
오늘 다들 시험 잘 봤어??,아닝..
오늘 밤에 같이 산책하실??,어디서?
오전인 오후인지 까먹었어..,밭대포털
요즘 무슨 과일이 맛있어??,애플망고
우리학교근로장학 어떤가요??,개꿀이쥬
있으면 쪽지 부탁드려요 ㅠㅠ,저있어요
ㅈㅎㄱ 교수님거 이해됨..?,아니^^
자동 5000원 살까 말까?,1. 사
잘하는 사람 있냐....??,산공??
저녁 몇시부터 먹는고예요??,다섯시반
전반적으로 퀄 어디가 나아?,지오다노
정역학 강의 질이 어떤가요?,ㅅㅂㅎ?
지금 대운동장에 사람 많아?,별로없음
지금 차량 저거 뭔 소리야?,나도들려
집이 너무 먼 긱사생 울어요,안 빨아
최경수 교수님 좋아하네..?,…..?
학교주변에 파는 곳 있나요?,롯데슈퍼
1학년은 낼 신청 못 해요??,알려조.
99년생 ㅈㅇㅂ분 쪽지주세요~,지아비?
강의실 s4 105호맞지않어?,?아닌데
과사에 뭐라고 물어야 하나요?,열어줘'
기초물리 시험 어디서 보나요?,n13동
ㄷㄱㅎ교수님 시험 언제인가요?,담주 금
다들 개강하면 알바 언제 함?,나 주말
들어본 사람  ? 이 분 어때,개좆가틈
리모델링 전에는 얼마였나용??,비슷해요
수강 포기하면 기록에 남나요?,안남아요
수업 하나요? 오티만 하나요?,수업해요
시험 언제인지 아는 사람..?,안나왔음
시험따 계산기 써도 되나요??,아 당근
ㅇㅊㅇ 교수님 오늘 줌이야??,동영상임
아님 익스플로어? 아님 웨일?,난 크롬
알만 맞추는데 얼마나 드나요?,싸면 5
어디야? ㅈㄴ 내스타일 부럽다,컴공인가
오발이라고하기엔 대응사격아님?,ㄹㅇㅋㅋ
월요일날에 신청해야 되는거야?,ㅇㅇㅇㅇ
이거하고 왜이리 느려졌지..?,폰이먼데
이건데 못찾겠죠..?? 하..,어?이거
자료 따로 안 올라온 거야??,"22,,"
자소서 쓰겠지..? 가기 싫다,가지마~
참여하면 뭐주는지 아시는분??,나도궁금
책 빌리고 싶은데 점심시간인가,가 가능
포기한사람? 일단 나부터 ㅋㅋ,ㅋㅋ 나
하면 영업시간이 어떻게 되요?,전화해방
학교 헬스장 수요일에도 열어?,점검한댕
현 마티200점 서포터입니다.,"""주캐"""
혹시 셤관련 공지 하셨나요…?,아직이요
30분인데 아직도 줌 안켜지는데,나도그랭
갈꺼임?? 뭐 음악동아리있잖음.,오 좋지
기간 지났지?? 아 까먹엇다..,안내도돼
꿈돌이 팝업스토어 구경하고 시퍼,104?
나만 갑자기 그럼? 뭐임 왜이럼,다 그럼
동아리 지금 들어갈수 있나요??,문의를해
딴 사람이나 딴사람 본적 있음?,본적없음
ㄹㅂㄴ ㅇㄷㄹ 교수님 괜찮나요?,개그맨임
무료인 곳은 보건소밖에 없어??,대전시청
밥먹으러 왓는데 왜 안열리냐ㅡㅡ,나도ㅜㅜ
신관에서 구관으로 변경 가능해?,ㄴㄷㄴㄷ
싸게 사는법 아는 사람 있엉??,직구 ㄱ
쓸 수 있는 매장 아는 사람??,나주면돼
얘들아 혹시 오늘 날씨 어때??,"추워,,"
오늘 도서관 몇 시까지 하나요?,9시일걸
왜 자꾸 확진문자 계속오는데ㅋㅋ,교직원들
우리 시험 수요일 오후2시맞아?,10시지
우리 학교랑 어디가 더 낫나요?,네임벨류
우수A는 학점 몇이 받아? 공대,응 몰라
육앤샤 맛있어요? 한번도 안가봄,별론데;
저녁 사줄테니까 먹을 사람있어?,와좋겠다
저희 충남대랑 통합되는건가용??,몰?루¿
점심시간 몇시부터 몇시까지에요?,12~1
제일 늦게까지 하는 곳 어디얌?,카페얌스
줌 못 봤는데 결과 못 보나??,아 나도
진짜 5천만원 만들어서 나와요?,하기나름
취업지원관님들 어때? 잘해주셔?,잘해주심
카드키 잃어버린사람 있으세요??,저요ㅠㅠ
학식 계좌이체로 결제 돼요 ?!,웅 ㄱㄴ
했는데 미납이라뜸 나만그런거야?,문자옴?
1학년 말고 . 그 위 학년 과대,왜ㅐ??
"겨울 , 봄 옷? 봄, 여름 옷?","겨울,봄"
긱사 방금 신청했는데 될까요….?,기도메타
냉방이 안켜지네..? 더운디...,신관??
너말이야 너 진짜 그렇게 살지마라,아 네.
문제 스타일 어떤지 아시는 분??,과목이?
뭐햇음?? 지금은 이미 끝이네..,성적확인
블레이져에 롱패딩입으면이상할까??,ㄴㄴㄴ!
사회생활할 때 활용할 수 있어??,쓰기나름
수치해석 과제 다하신분 계신가요?,킹린..
실시간 폰으로 볼 수 있어????,티빙??
왜 강의 신청이 안되나요..???,뭔강읜데
유기화학 ㅇㅂㅎ교수님F잘주시나요?,F폭격기
이의신청하면  거의 안하지않나??,ㅇㅇ 봄
플레 원딜인데 플레이상팀 있나요?,플4겠지
하지만 곧 죽어도 지금은 아닌듯?,아닌가?
할건데 수강신청 대충해도 되겠지?,군휴학?
20대 진짜 해봐야하는것이 있다면?,해외여행
겨울 계절학기 교양 대면할라나 ??,대면원칙
공학입문설계 엄태인 교수님 어때요?,개좋아여
그럼 대면하면 안되는거아니냐?ㅋㅋㅋ,야미 ㅋ
그중에서 피방말고 집에서 하는사람?,4판해봄
나만 강의실 선택하면 아래에 안떠?,나도 ㅠ
메일 안읽으시는데 찾아가야 하나??,저나 ㄱ
선배보다 같은 학번이 났겠지요???,당연하죠
수업 주웟는데 과제나 설명잇나요??,실습있음
안읽은거 1 유지 아님 사라져???,다사라짐
언제까지여 ?? 홈페이지에 나와있나,ㅇㅇ30
우리학교에 인천사람 보기힘드네...,오 ㅇㅈ
쩍!!!!!벌!!!! 해? 가오야?,편하니까
총점이 70후반이면 C나오나요..?,씨쁠이요
토목 2학년 대면인거 뭐 뭐있나요?,유체역학
헬스말고 할만한 운동 뭐 있을까??,배드민턴
과제 5(2)하고 6주까지 였을까요?,맞을걸요
과제대체말고 시험난 교양3개 전공1개,전공5개
교양 야간만 뜨는데 왜 그런가요..?,저도..
교재 필수이죠? r로 배우는 3판..,주황색?
궁금해 하기 시져요 일케는 안 하잖아,솔직하게
내일 수업 안하겠져..? 당연히..?,전기과?
내일 왜 구글 클래스룸으로 하는거임?,내일??
낼 수업 끝나고 한그릇 때릴려 하는데,고래분식
너무.. 다들 대학쪽이라 소외감이..,오 나도
다 풀고 나왔어??어려웠어 쉬웠어??,다풀었음
다음주가 벌써 장바구니 기간임....,오마이갓
단지계획론 재시험 보는사람 없어???,너 봐?
대학영어 교재 사야하는데 어디서 사징,교내서점
둘중에 고민되는데 머가 더 좋을까요?,프로 ㄱ
둘중에 어떤게 더 중요하다고 생각해?,다다익선
롯데프레쉬말고 다른 식자재마트....,쓱배송!
많은 이성들이 나의 번호를 물어보겠군,아. 네
보통 내일까지면 대부분 과 셤 끝나?,ㄴㄴ다름
복학생이구 구관넣었는데 되면좋겠다..,ㅇㅇ된다
소나무동 독서실 안닫고 계속 여나요?,그런 듯
써본사람중에 어디꺼가 괜찮았니 다들?,관리안됨
아직 안 끝난 분 같이 벼락치기하실?,잘생김?
어제 동아리 신청한거 연락이 안오네?,뭐신청함
오늘 건횐공 진로설계 수업 있는거야?,12시?
오늘 출석 불렀는지 알려줄 수 있어?,부르셨어
우리 과제 화요일까지야 월요일까지야?,화욜이용
우리 부분비대면 결국 안 한다는거지?,그런가봐
인데 이정도면 경쟁률 많은편인가요??,아니오.
한밭대에서 가장 가까운 터미널 알려줘,유성시외
혹시 학적정보에 복수전공으로 바꼈어?,아니ㅠㅠ
화장실 좀 오픈해놓으시면 안도ㅑ요??,지렸어?
ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,뭐 신청
6만원있는데 싸게살사람있어?.?.?.?,얼마에?
공유기에 랜선연결해서 하는게 더 빨라?,속도재봐
공지에 있는 오픈채팅방 들어가지나요??,아니요ㅜ
교재 목차 사진 좀 찍어줄 사람...?,구해써?
난 아무것도 몰라서 어려운지도 모르겠다,나도^^
노래 잘 못하고 옛날노래 주구장창 부름,지금 ㄱ
담주 시험인데 지금 공부하면 망한거임?,난 ㅈ댐
담주월요일인거는 아는데 몇시부터인가요?,10시용
ㅂㄱㅇ 교수님 팀플 몇번 했나요..??,2번이요
수강신청급은 아냐? 수량 넉넉하게 있나,더심할걸
어째서 아무도 없지...?뭔가 찝찝한데,유늘휴강
오픈북 패드로 봐도 된다고 얘기하셨나?,되겠니?
왜 계속 잠시후 다시 시도라고 뜨는거냐,잘만된다
저위험군인지 고위험군인지 어떻게 알아?,문자보고
줌 주소 공지에 올라와있음? 안보이는디,오늘꺼?
챔스를 보고 자야하나 말아야하나.. 흠,그냥 자
한밭대가려면 몇번 출구로 나가야돼요??,3번출구
혹시 다음주에 종강인 사람 있나요..?,저요 ㅠ
2-3층짜리 카페 뭐뭐있어?? 투썸 빼고,데일리?
2종 보통은 취득기간 얼마 생각하면 됨?,1~2주
24시간 내내요!,23시까지
24시간이에요??,24 ㅇㅇ
302호 맞나요?,보강해요?
5월말에 한다던데,대학 축제
나만 몰랐어..?,뭔데..?
나만지금 느리냐?,원래 느림
누가 이길거같음?,1. 젠지
님들이 켓맘들임?,고양인데요
다 라켓 샀어요?,난 빌렸어
도서관 닫아서 ㅜ,bench
"머리, 몸, 세수",머리몸세수
